,status,currency,country_code,Country
2088,success,NGN,NG,
2089,abandoned,USD,null,
2090,success,NGN,NG,
2091,success,NGN,NG,
2092,abandoned,NGN,null,
2093,success,NGN,NG,
2094,success,NGN,NG,
2095,failed,NGN,NG,
2096,success,NGN,NG,
2097,failed,NGN,NG,
2098,failed,NGN,NG,
2099,abandoned,NGN,null,
2100,success,NGN,NG,
2101,failed,USD,NG,
2102,abandoned,NGN,null,
2103,success,USD,US,
2104,success,NGN,NG,
2105,success,NGN,NG,
2106,abandoned,NGN,null,
2107,failed,NGN,NG,
2108,abandoned,NGN,null,
2109,abandoned,USD,null,
2110,abandoned,NGN,null,
2111,abandoned,USD,null,
2112,abandoned,NGN,null,
2113,failed,NGN,NG,
2114,abandoned,NGN,null,
2115,success,USD,GB,
2116,success,NGN,NG,
2117,failed,NGN,NG,
2118,success,NGN,NG,
2119,abandoned,NGN,null,
2120,success,NGN,NG,
2121,success,NGN,NG,
2122,abandoned,USD,null,
2123,failed,USD,US,
2124,success,NGN,NG,
2125,abandoned,USD,US,
2126,abandoned,USD,null,
2127,success,NGN,UG,
2128,abandoned,NGN,null,
2129,abandoned,NGN,null,
2130,abandoned,NGN,NG,
2131,abandoned,NGN,NG,
2132,success,NGN,NG,
2133,success,NGN,NG,
2134,failed,NGN,GB,
2135,abandoned,NGN,null,
2136,abandoned,USD,null,
2137,abandoned,NGN,NG,
2138,success,NGN,NG,
2139,success,NGN,NG,
2140,abandoned,NGN,null,
2141,success,NGN,NG,
2142,success,NGN,NG,
2143,failed,USD,US,
2144,abandoned,NGN,null,
2145,abandoned,USD,null,
2146,abandoned,NGN,null,
2147,success,NGN,NG,
2148,success,NGN,NG,
2149,success,NGN,NG,
2150,abandoned,NGN,null,
2151,abandoned,NGN,NG,
2152,abandoned,NGN,null,
2153,failed,USD,US,
2154,success,USD,KE,
2155,abandoned,NGN,null,
2156,success,NGN,NG,
2157,abandoned,NGN,null,
2158,failed,NGN,US,
2159,abandoned,USD,null,
2160,success,NGN,NG,
2161,success,NGN,NG,
2162,abandoned,NGN,null,
2163,abandoned,NGN,null,
2164,failed,NGN,GB,
2165,success,NGN,NG,
2166,success,NGN,NG,
2167,success,NGN,NG,
2168,abandoned,NGN,null,
2169,success,NGN,GB,
2170,success,NGN,NG,
2171,abandoned,NGN,null,
2172,abandoned,NGN,null,
2173,abandoned,NGN,null,
2174,success,NGN,NG,
2175,success,NGN,NG,
2176,success,NGN,NG,
2177,success,NGN,NG,
2178,failed,NGN,NG,
2179,success,NGN,NG,
2180,success,NGN,NG,
2181,success,NGN,NG,
2182,failed,NGN,NG,
2183,abandoned,NGN,null,
2184,abandoned,NGN,null,
2185,success,NGN,NG,
2186,success,NGN,CA,
2187,abandoned,NGN,null,
2188,success,NGN,NG,
2189,abandoned,USD,null,
2190,success,NGN,NG,
2191,failed,USD,US,
2192,abandoned,NGN,null,
2193,failed,NGN,NG,
2194,abandoned,NGN,null,
2195,success,NGN,NG,
2196,abandoned,NGN,null,
2197,abandoned,NGN,null,
2198,abandoned,NGN,null,
2199,success,NGN,NG,
2200,success,NGN,NG,
2201,abandoned,NGN,null,
2202,success,NGN,NG,
2203,failed,NGN,NG,
2204,abandoned,USD,null,
2205,abandoned,NGN,null,
2206,success,NGN,NG,
2207,success,NGN,NG,
2208,abandoned,NGN,null,
2209,success,NGN,NG,
2210,abandoned,NGN,null,
2211,success,NGN,NG,
2212,success,NGN,NG,
2213,abandoned,NGN,null,
2214,success,NGN,NG,
2215,abandoned,NGN,null,
2216,success,NGN,NG,
2217,abandoned,NGN,null,
2218,success,NGN,NG,
2219,success,NGN,NG,
2220,abandoned,NGN,null,
2221,success,NGN,NG,
2222,abandoned,NGN,null,
2223,abandoned,NGN,null,
2224,reversed,NGN,NG,
2225,success,NGN,NG,
2226,abandoned,NGN,null,
2227,success,NGN,NG,
2228,success,NGN,NG,
2229,abandoned,NGN,null,
2230,abandoned,NGN,null,
2231,success,USD,US,
2232,success,USD,US,
2233,abandoned,NGN,null,
2234,abandoned,USD,US,
2235,failed,NGN,NG,
2236,abandoned,NGN,null,
2237,success,NGN,NG,
2238,success,NGN,NG,
2239,abandoned,NGN,null,
2240,abandoned,NGN,null,
2241,abandoned,NGN,null,
2242,success,NGN,GH,
2243,abandoned,NGN,null,
2244,abandoned,NGN,null,
2245,success,NGN,NG,
2246,success,NGN,NG,
2247,failed,NGN,NG,
2248,success,NGN,NG,
2249,success,NGN,NG,
2250,abandoned,NGN,null,
2251,success,NGN,NG,
2252,abandoned,USD,US,
2253,failed,USD,CA,
2254,abandoned,USD,US,
2255,success,NGN,NG,
2256,success,NGN,NG,
2257,success,NGN,NG,
2258,success,NGN,NG,
2259,success,NGN,NG,
2260,success,NGN,NG,
2261,success,NGN,NG,
2262,success,USD,,
2263,reversed,NGN,NG,
2264,abandoned,NGN,null,
2265,success,NGN,NG,
2266,success,NGN,NG,
2267,success,NGN,NG,
2268,success,USD,US,
2269,success,NGN,NG,
2270,abandoned,NGN,null,
2271,abandoned,NGN,null,
2272,success,NGN,NG,
2273,abandoned,NGN,null,
2274,abandoned,NGN,null,
2275,success,NGN,NG,
2276,abandoned,NGN,null,
2277,success,NGN,NG,
2278,abandoned,NGN,null,
2279,success,NGN,NG,
2280,abandoned,NGN,null,
2281,abandoned,NGN,null,
2282,abandoned,NGN,null,
2283,success,NGN,NG,
2284,success,NGN,NG,
2285,reversed,NGN,NG,
2286,success,NGN,NG,
2287,abandoned,NGN,null,
2288,failed,NGN,NG,
2289,abandoned,NGN,null,
2290,abandoned,NGN,null,
2291,failed,NGN,GB,
2292,failed,USD,,
2293,abandoned,NGN,null,
2294,abandoned,NGN,null,
2295,abandoned,NGN,null,
2296,success,NGN,NG,
2297,abandoned,NGN,null,
2298,failed,NGN,NG,
2299,success,NGN,NG,
2300,success,USD,US,
2301,success,NGN,NG,
2302,abandoned,NGN,null,
2303,abandoned,USD,NA,
2304,failed,NGN,NG,
2305,success,NGN,NG,
2306,failed,NGN,NG,
2307,abandoned,NGN,null,
2308,success,NGN,NG,
2309,success,NGN,NG,
2310,failed,NGN,NG,
2311,abandoned,NGN,null,
2312,abandoned,USD,null,
2313,failed,NGN,US,
2314,failed,NGN,NG,
2315,success,NGN,NG,
2316,failed,NGN,NG,
2317,success,NGN,NG,
2318,success,NGN,NG,
2319,failed,NGN,NG,
2320,failed,NGN,NG,
2321,abandoned,NGN,null,
2322,abandoned,NGN,null,
2323,success,NGN,NG,
2324,success,USD,GB,
2325,abandoned,USD,null,
2326,success,NGN,NG,
2327,abandoned,NGN,NG,
2328,success,NGN,NG,
2329,success,NGN,NG,
2330,failed,NGN,null,
2331,abandoned,NGN,null,
2332,failed,NGN,NG,
2333,abandoned,NGN,null,
2334,abandoned,NGN,null,
2335,success,NGN,NG,
2336,success,NGN,NG,
2337,failed,NGN,NG,
2338,success,NGN,NG,
2339,success,NGN,NG,
2340,success,NGN,GB,
2341,success,NGN,NG,
2342,abandoned,USD,US,
2343,success,NGN,NG,
2344,success,NGN,NG,
2345,success,NGN,NG,
2346,abandoned,NGN,null,
2347,success,USD,US,
2348,abandoned,USD,US,
2349,success,NGN,NG,
2350,abandoned,NGN,NG,
2351,abandoned,NGN,null,
2352,success,NGN,NG,
2353,abandoned,USD,null,
2354,success,NGN,NG,
2355,success,USD,JP,
2356,abandoned,NGN,NG,
2357,abandoned,NGN,null,
2358,abandoned,NGN,null,
2359,abandoned,USD,null,
2360,failed,USD,GB,
2361,success,NGN,NG,
2362,success,NGN,NG,
2363,success,NGN,NG,
2364,abandoned,NGN,null,
2365,success,NGN,NG,
2366,abandoned,NGN,null,
2367,abandoned,USD,null,
2368,success,NGN,NG,
2369,abandoned,NGN,null,
2370,failed,NGN,NG,
2371,abandoned,NGN,null,
2372,abandoned,USD,CA,
2373,abandoned,NGN,null,
2374,success,NGN,NG,
2375,failed,NGN,NG,
2376,success,NGN,NG,
2377,abandoned,NGN,NG,
2378,abandoned,NGN,null,
2379,abandoned,NGN,GB,
2380,abandoned,NGN,null,
2381,abandoned,NGN,null,
2382,failed,NGN,NG,
2383,reversed,NGN,NG,
2384,success,NGN,NG,
2385,failed,NGN,NG,
2386,success,NGN,NG,
2387,success,NGN,NG,
2388,abandoned,NGN,NG,
2389,success,NGN,NG,
2390,success,USD,US,
2391,success,NGN,NG,
2392,success,USD,QA,
2393,abandoned,NGN,null,
2394,success,NGN,NG,
2395,failed,NGN,NG,
2396,abandoned,NGN,null,
2397,abandoned,USD,null,
2398,success,NGN,NG,
2399,success,NGN,NG,
2400,failed,USD,,
2401,success,NGN,NG,
2402,failed,NGN,NG,
2403,success,NGN,NG,
2404,success,NGN,NG,
2405,abandoned,NGN,null,
2406,success,NGN,NG,
2407,abandoned,NGN,null,
2408,abandoned,NGN,null,
2409,failed,USD,US,
2410,success,NGN,NG,
2411,abandoned,USD,null,
2412,abandoned,NGN,ZA,
2413,abandoned,NGN,null,
2414,abandoned,USD,US,
2415,success,NGN,NG,
2416,abandoned,NGN,null,
2417,abandoned,NGN,null,
2418,abandoned,NGN,null,
2419,success,NGN,US,
2420,abandoned,USD,null,
2421,abandoned,USD,null,
2422,abandoned,NGN,null,
2423,success,USD,GB,
2424,abandoned,NGN,null,
2425,abandoned,NGN,null,
2426,success,NGN,NG,
2427,failed,NGN,CA,
2428,abandoned,NGN,null,
2429,abandoned,NGN,null,
2430,abandoned,NGN,null,
2431,abandoned,NGN,null,
2432,abandoned,USD,US,
2433,abandoned,NGN,null,
2434,abandoned,USD,null,
2435,success,USD,GB,
2436,abandoned,NGN,null,
2437,success,NGN,NG,
2438,success,NGN,NG,
2439,success,NGN,NG,
2440,success,NGN,NG,
2441,failed,NGN,NG,
2442,success,NGN,NG,
2443,success,NGN,NG,
2444,abandoned,NGN,null,
2445,abandoned,NGN,null,
2446,abandoned,NGN,null,
2447,success,USD,US,
2448,success,NGN,NG,
2449,success,NGN,NG,
2450,abandoned,NGN,null,
2451,abandoned,NGN,null,
2452,abandoned,NGN,null,
2453,abandoned,NGN,null,
2454,success,NGN,NG,
2455,failed,USD,US,
2456,abandoned,NGN,null,
2457,failed,USD,NG,
2458,success,NGN,NG,
2459,abandoned,NGN,null,
2460,failed,NGN,NG,
2461,abandoned,NGN,null,
2462,failed,NGN,NG,
2463,failed,NGN,NG,
2464,success,NGN,NG,
2465,success,NGN,NG,
2466,abandoned,NGN,null,
2467,abandoned,NGN,NG,
2468,abandoned,NGN,null,
2469,success,NGN,NG,
2470,success,NGN,NG,
2471,success,NGN,NG,
2472,success,NGN,NG,
2473,abandoned,NGN,null,
2474,abandoned,NGN,null,
2475,success,NGN,NG,
2476,success,USD,US,
2477,success,NGN,NG,
2478,success,NGN,NG,
2479,abandoned,USD,null,
2480,abandoned,NGN,null,
2481,abandoned,NGN,null,
2482,abandoned,NGN,null,
2483,success,USD,US,
2484,success,NGN,NG,
2485,success,NGN,NG,
2486,abandoned,NGN,null,
2487,abandoned,USD,null,
2488,failed,NGN,NG,
2489,abandoned,USD,null,
2490,abandoned,NGN,null,
2491,failed,NGN,NG,
2492,success,NGN,NG,
2493,success,NGN,NG,
2494,success,USD,GB,
2495,abandoned,NGN,null,
2496,abandoned,NGN,null,
2497,failed,NGN,US,
2498,success,NGN,NG,
2499,abandoned,NGN,NG,
2500,success,NGN,NG,
2501,success,NGN,NG,
2502,abandoned,NGN,null,
2503,abandoned,NGN,null,
2504,failed,NGN,NG,
2505,success,NGN,NG,
2506,success,NGN,NG,
2507,success,NGN,NG,
2508,success,NGN,NG,
2509,abandoned,USD,null,
2510,abandoned,NGN,US,
2511,failed,NGN,NG,
2512,abandoned,NGN,null,
2513,abandoned,NGN,null,
2514,abandoned,NGN,null,
2515,success,NGN,NG,
2516,abandoned,NGN,null,
2517,success,USD,US,
2518,abandoned,NGN,null,
2519,success,NGN,GB,
2520,success,NGN,NG,
2521,success,NGN,NG,
2522,abandoned,NGN,null,
2523,abandoned,USD,US,
2524,abandoned,USD,null,
2525,failed,NGN,NG,
2526,failed,NGN,NG,
2527,abandoned,NGN,null,
2528,success,NGN,NG,
2529,success,NGN,NG,
2530,abandoned,NGN,null,
2531,abandoned,NGN,null,
2532,success,NGN,NG,
2533,failed,NGN,NG,
2534,success,NGN,NG,
2535,failed,USD,US,
2536,abandoned,NGN,null,
2537,success,NGN,NG,
2538,failed,NGN,NG,
2539,success,NGN,NG,
2540,failed,NGN,NG,
2541,success,NGN,NG,
2542,success,NGN,NG,
2543,success,NGN,NG,
2544,success,NGN,NG,
2545,success,NGN,NG,
2546,abandoned,NGN,null,
2547,abandoned,NGN,NG,
2548,failed,NGN,NG,
2549,success,USD,GB,
2550,abandoned,NGN,null,
2551,success,NGN,NG,
2552,abandoned,NGN,null,
2553,failed,NGN,NG,
2554,abandoned,NGN,null,
2555,success,NGN,NG,
2556,success,NGN,NG,
2557,success,NGN,US,
2558,success,NGN,NG,
2559,abandoned,NGN,null,
2560,abandoned,USD,null,
2561,failed,NGN,US,
2562,success,NGN,NG,
2563,failed,NGN,NG,
2564,abandoned,NGN,NG,
2565,success,NGN,NG,
2566,success,NGN,NG,
2567,abandoned,NGN,null,
2568,abandoned,NGN,null,
2569,failed,NGN,NG,
2570,reversed,USD,GB,
2571,failed,NGN,NG,
2572,success,NGN,NG,
2573,success,NGN,NG,
2574,success,NGN,NG,
2575,abandoned,NGN,null,
2576,success,NGN,NG,
2577,abandoned,USD,null,
2578,abandoned,NGN,null,
2579,success,NGN,NG,
2580,success,NGN,NG,
2581,success,NGN,GB,
2582,success,NGN,NG,
2583,abandoned,NGN,null,
2584,success,NGN,NG,
2585,success,USD,CA,
2586,failed,NGN,NG,
2587,success,NGN,NG,
2588,abandoned,USD,GB,
2589,success,NGN,NG,
2590,abandoned,NGN,null,
2591,success,NGN,NG,
2592,success,NGN,NG,
2593,abandoned,NGN,null,
2594,abandoned,NGN,null,
2595,success,NGN,NG,
2596,abandoned,NGN,null,
2597,success,NGN,NG,
2598,abandoned,NGN,null,
2599,success,NGN,NG,
2600,abandoned,NGN,null,
2601,success,NGN,NG,
2602,success,NGN,NG,
2603,abandoned,NGN,null,
2604,abandoned,NGN,null,
2605,success,USD,US,
2606,success,NGN,NG,
2607,abandoned,NGN,null,
2608,success,NGN,NG,
2609,failed,NGN,NG,
2610,abandoned,NGN,null,
2611,abandoned,USD,null,
2612,failed,NGN,NG,
2613,success,NGN,NG,
2614,abandoned,USD,null,
2615,failed,NGN,US,
2616,success,NGN,NG,
2617,abandoned,NGN,null,
2618,failed,NGN,NG,
2619,success,NGN,NG,
2620,abandoned,NGN,null,
2621,abandoned,USD,null,
2622,failed,NGN,null,
2623,success,NGN,NG,
2624,success,NGN,NG,
2625,abandoned,USD,null,
2626,abandoned,NGN,null,
2627,abandoned,NGN,null,
2628,abandoned,NGN,null,
2629,abandoned,NGN,null,
2630,success,NGN,NG,
2631,success,NGN,NG,
2632,abandoned,NGN,null,
2633,success,NGN,NG,
2634,failed,NGN,NG,
2635,success,NGN,NG,
2636,abandoned,NGN,NG,
2637,abandoned,NGN,null,
2638,abandoned,NGN,null,
2639,abandoned,NGN,null,
2640,success,NGN,NG,
2641,success,NGN,NG,
2642,success,NGN,NG,
2643,abandoned,NGN,null,
2644,abandoned,NGN,null,
2645,abandoned,NGN,null,
2646,failed,USD,US,
2647,abandoned,NGN,null,
2648,abandoned,NGN,null,
2649,success,NGN,NG,
2650,abandoned,NGN,null,
2651,success,NGN,NG,
2652,abandoned,NGN,null,
2653,abandoned,NGN,null,
2654,success,NGN,NG,
2655,abandoned,NGN,null,
2656,abandoned,NGN,null,
2657,failed,NGN,NG,
2658,failed,NGN,NG,
2659,success,NGN,NG,
2660,abandoned,NGN,null,
2661,abandoned,NGN,null,
2662,success,NGN,NG,
2663,success,NGN,CA,
2664,abandoned,NGN,null,
2665,success,NGN,GB,
2666,failed,NGN,NG,
2667,success,NGN,NG,
2668,abandoned,NGN,null,
2669,success,NGN,NG,
2670,abandoned,NGN,null,
2671,success,NGN,NG,
2672,success,NGN,NG,
2673,success,USD,GB,
2674,success,NGN,NG,
2675,abandoned,NGN,null,
2676,success,USD,US,
2677,abandoned,USD,null,
2678,abandoned,USD,null,
2679,failed,NGN,NG,
2680,abandoned,NGN,null,
2681,success,NGN,NG,
2682,success,NGN,NG,
2683,abandoned,USD,null,
2684,success,NGN,NG,
2685,abandoned,NGN,null,
2686,success,NGN,NG,
2687,abandoned,NGN,null,
2688,abandoned,NGN,null,
2689,abandoned,NGN,null,
2690,abandoned,NGN,null,
2691,failed,NGN,NG,
2692,abandoned,NGN,null,
2693,success,USD,NG,
2694,success,NGN,NG,
2695,abandoned,NGN,null,
2696,abandoned,NGN,null,
2697,failed,NGN,NG,
2698,success,NGN,NG,
2699,failed,NGN,NG,
2700,success,NGN,NG,
2701,success,NGN,NG,
2702,success,NGN,NG,
2703,success,NGN,NG,
2704,success,NGN,NG,
2705,abandoned,NGN,null,
2706,failed,NGN,NG,
2707,abandoned,NGN,NG,
2708,failed,USD,NG,
2709,success,NGN,GB,
2710,success,NGN,NG,
2711,success,NGN,NG,
2712,success,NGN,NG,
2713,success,NGN,NG,
2714,success,NGN,NG,
2715,success,NGN,NG,
2716,abandoned,NGN,null,
2717,abandoned,USD,CA,
2718,failed,NGN,NG,
2719,success,NGN,NG,
2720,success,USD,US,
2721,success,NGN,NG,
2722,abandoned,NGN,null,
2723,abandoned,NGN,null,
2724,success,NGN,NG,
2725,abandoned,NGN,null,
2726,success,NGN,NG,
2727,abandoned,NGN,null,
2728,failed,USD,NG,
2729,abandoned,NGN,null,
2730,success,NGN,NG,
2731,abandoned,NGN,null,
2732,success,NGN,NG,
2733,failed,NGN,NG,
2734,abandoned,USD,null,
2735,abandoned,NGN,null,
2736,abandoned,NGN,NG,
2737,abandoned,NGN,null,
2738,success,NGN,NG,
2739,abandoned,NGN,null,
2740,abandoned,NGN,NG,
2741,reversed,NGN,NG,
2742,success,NGN,NG,
2743,failed,USD,US,
2744,failed,USD,,
2745,abandoned,NGN,null,
2746,success,NGN,NG,
2747,success,NGN,NG,
2748,failed,USD,KY,
2749,success,NGN,NG,
2750,abandoned,NGN,null,
2751,success,USD,GB,
2752,success,USD,IE,
2753,abandoned,NGN,null,
2754,abandoned,NGN,null,
2755,abandoned,NGN,null,
2756,abandoned,NGN,null,
2757,failed,NGN,US,
2758,failed,NGN,NG,
2759,abandoned,USD,null,
2760,abandoned,NGN,null,
2761,success,NGN,NG,
2762,success,NGN,NG,
2763,success,NGN,NG,
2764,success,NGN,NG,
2765,abandoned,USD,null,
2766,success,USD,GB,
2767,success,NGN,NG,
2768,reversed,NGN,NG,
2769,abandoned,NGN,null,
2770,abandoned,NGN,null,
2771,abandoned,NGN,null,
2772,success,NGN,NG,
2773,success,NGN,NG,
2774,success,NGN,NG,
2775,success,NGN,NG,
2776,reversed,NGN,NG,
2777,abandoned,NGN,null,
2778,success,NGN,NG,
2779,failed,NGN,NG,
2780,abandoned,NGN,null,
2781,success,NGN,NG,
2782,success,NGN,NG,
2783,abandoned,USD,null,
2784,abandoned,NGN,null,
2785,abandoned,NGN,null,
2786,success,NGN,,
2787,success,NGN,NG,
2788,abandoned,NGN,NG,
2789,abandoned,USD,null,
2790,success,NGN,NG,
2791,success,NGN,NG,
2792,abandoned,NGN,null,
2793,abandoned,NGN,null,
2794,failed,NGN,NG,
2795,success,NGN,NG,
2796,abandoned,NGN,null,
2797,abandoned,NGN,null,
2798,success,NGN,NG,
2799,success,USD,NG,
2800,success,NGN,NG,
2801,abandoned,NGN,null,
2802,success,NGN,NG,
2803,abandoned,NGN,null,
2804,success,NGN,NG,
2805,abandoned,NGN,null,
2806,success,NGN,IE,
2807,success,NGN,NG,
2808,success,NGN,NG,
2809,failed,NGN,NG,
2810,success,NGN,NG,
2811,success,NGN,NG,
2812,success,NGN,NG,
2813,success,NGN,NG,
2814,success,NGN,NG,
2815,abandoned,NGN,null,
2816,abandoned,NGN,null,
2817,failed,USD,US,
2818,abandoned,NGN,null,
2819,failed,USD,US,
2820,success,NGN,NG,
2821,failed,NGN,GB,
2822,success,NGN,NG,
2823,abandoned,NGN,null,
2824,success,NGN,NG,
2825,failed,NGN,NG,
2826,abandoned,USD,BD,
2827,abandoned,NGN,null,
2828,success,NGN,FR,
2829,abandoned,NGN,null,
2830,success,NGN,GB,
2831,failed,NGN,NG,
2832,abandoned,NGN,null,
2833,abandoned,NGN,null,
2834,abandoned,USD,null,
2835,success,USD,US,
2836,failed,NGN,NG,
2837,abandoned,NGN,null,
2838,abandoned,USD,null,
2839,abandoned,NGN,null,
2840,success,NGN,NG,
2841,abandoned,USD,null,
2842,abandoned,NGN,null,
2843,success,NGN,NG,
2844,abandoned,USD,US,
2845,abandoned,USD,null,
2846,failed,NGN,NG,
2847,failed,NGN,NG,
2848,success,NGN,NG,
2849,success,NGN,NG,
2850,abandoned,NGN,null,
2851,failed,NGN,GB,
2852,success,NGN,NG,
2853,success,NGN,NG,
2854,success,NGN,NG,
2855,success,NGN,NG,
2856,success,USD,AE,
2857,success,NGN,NG,
2858,abandoned,NGN,NG,
2859,abandoned,NGN,null,
2860,success,NGN,NG,
2861,success,NGN,NG,
2862,success,NGN,NG,
2863,reversed,NGN,NG,
2864,abandoned,USD,null,
2865,abandoned,NGN,null,
2866,success,NGN,NG,
2867,success,NGN,NG,
2868,success,NGN,NG,
2869,abandoned,NGN,null,
2870,abandoned,NGN,null,
2871,success,NGN,US,
2872,abandoned,NGN,null,
2873,success,NGN,NG,
2874,abandoned,NGN,null,
2875,abandoned,NGN,null,
2876,abandoned,USD,null,
2877,abandoned,NGN,null,
2878,success,NGN,NG,
2879,success,NGN,CA,
2880,abandoned,NGN,,
2881,success,NGN,NG,
2882,success,NGN,NG,
2883,abandoned,NGN,null,
2884,abandoned,USD,null,
2885,failed,NGN,NG,
2886,success,NGN,NG,
2887,success,USD,US,
2888,abandoned,NGN,null,
2889,abandoned,NGN,null,
2890,success,USD,CA,
2891,failed,NGN,NG,
2892,abandoned,NGN,null,
2893,abandoned,NGN,null,
2894,abandoned,NGN,null,
2895,success,NGN,NG,
2896,failed,NGN,NG,
2897,failed,NGN,NG,
2898,success,NGN,NG,
2899,abandoned,NGN,null,
2900,success,NGN,NG,
2901,success,NGN,NG,
2902,abandoned,NGN,null,
2903,success,NGN,NG,
2904,failed,USD,US,
2905,success,NGN,NG,
2906,success,NGN,NG,
2907,success,NGN,NG,
2908,abandoned,NGN,null,
2909,abandoned,NGN,null,
2910,success,NGN,NG,
2911,success,NGN,NG,
2912,abandoned,NGN,null,
2913,success,NGN,NG,
2914,abandoned,NGN,NG,
2915,success,NGN,NG,
2916,abandoned,NGN,null,
2917,abandoned,NGN,null,
2918,success,USD,GB,
2919,success,NGN,NG,
2920,abandoned,NGN,null,
2921,abandoned,NGN,null,
2922,abandoned,USD,null,
2923,success,NGN,NG,
2924,failed,NGN,NG,
2925,abandoned,NGN,null,
2926,failed,USD,GB,
2927,abandoned,NGN,null,
2928,abandoned,NGN,null,
2929,abandoned,NGN,null,
2930,success,NGN,NG,
2931,abandoned,NGN,null,
2932,abandoned,NGN,null,
2933,abandoned,NGN,null,
2934,abandoned,NGN,null,
2935,success,NGN,NG,
2936,failed,NGN,US,
2937,abandoned,NGN,null,
2938,abandoned,NGN,null,
2939,success,NGN,NG,
2940,success,NGN,NG,
2941,success,NGN,NG,
2942,abandoned,USD,null,
2943,abandoned,NGN,null,
2944,abandoned,NGN,null,
2945,success,NGN,NG,
2946,success,NGN,NG,
2947,abandoned,NGN,null,
2948,abandoned,NGN,null,
2949,failed,NGN,NG,
2950,success,NGN,NG,
2951,abandoned,NGN,null,
2952,success,USD,US,
2953,abandoned,NGN,null,
2954,success,NGN,NG,
2955,failed,NGN,NG,
2956,success,NGN,NG,
2957,success,NGN,US,
2958,success,USD,US,
2959,abandoned,NGN,null,
2960,success,NGN,NG,
2961,abandoned,NGN,null,
2962,abandoned,NGN,null,
2963,abandoned,NGN,null,
2964,abandoned,NGN,null,
2965,failed,NGN,NG,
2966,success,NGN,NG,
2967,failed,USD,US,
2968,success,NGN,NG,
2969,success,NGN,NG,
2970,abandoned,NGN,null,
2971,abandoned,NGN,null,
2972,abandoned,USD,null,
2973,success,NGN,NG,
2974,abandoned,NGN,null,
2975,abandoned,NGN,null,
2976,abandoned,NGN,null,
2977,success,NGN,NG,
2978,abandoned,NGN,null,
2979,abandoned,NGN,null,
2980,reversed,NGN,GB,
2981,success,NGN,NG,
2982,success,NGN,NG,
2983,abandoned,NGN,NG,
2984,abandoned,USD,null,
2985,success,USD,US,
2986,failed,NGN,NG,
2987,failed,NGN,NG,
2988,abandoned,NGN,null,
2989,success,NGN,NG,
2990,abandoned,NGN,null,
2991,failed,NGN,NG,
2992,success,NGN,NG,
2993,abandoned,NGN,NG,
2994,reversed,NGN,NG,
2995,success,NGN,NG,
2996,abandoned,NGN,null,
2997,success,NGN,NG,
2998,success,USD,GB,
2999,reversed,NGN,NG,
3000,success,NGN,NG,
3001,abandoned,NGN,null,
3002,abandoned,NGN,null,
3003,success,NGN,NG,
3004,abandoned,NGN,null,
3005,abandoned,NGN,NG,
3006,success,NGN,NG,
3007,success,NGN,NG,
3008,abandoned,NGN,null,
3009,success,NGN,NG,
3010,failed,USD,US,
3011,reversed,NGN,NG,
3012,abandoned,NGN,null,
3013,failed,USD,US,
3014,abandoned,NGN,null,
3015,success,NGN,NG,
3016,abandoned,USD,null,
3017,abandoned,NGN,null,
3018,success,NGN,NG,
3019,abandoned,NGN,null,
3020,success,NGN,NG,
3021,abandoned,NGN,null,
3022,abandoned,NGN,null,
3023,success,NGN,NG,
3024,abandoned,NGN,NG,
3025,success,NGN,NG,
3026,reversed,NGN,NG,
3027,abandoned,NGN,null,
3028,success,NGN,NG,
3029,abandoned,NGN,null,
3030,abandoned,NGN,null,
3031,success,NGN,NG,
3032,abandoned,NGN,null,
3033,abandoned,NGN,null,
3034,abandoned,NGN,null,
3035,success,NGN,NG,
3036,success,NGN,NG,
3037,abandoned,NGN,null,
3038,success,NGN,NG,
3039,abandoned,USD,null,
3040,success,NGN,NG,
3041,success,NGN,NG,
3042,success,NGN,NG,
3043,success,NGN,NG,
3044,success,NGN,NG,
3045,abandoned,NGN,null,
3046,success,NGN,NG,
3047,abandoned,NGN,null,
3048,success,NGN,NG,
3049,success,NGN,NG,
3050,failed,NGN,NG,
3051,success,NGN,NG,
3052,success,NGN,NG,
3053,abandoned,NGN,null,
3054,abandoned,NGN,null,
3055,success,NGN,NG,
3056,abandoned,NGN,null,
3057,abandoned,NGN,null,
3058,abandoned,USD,null,
3059,abandoned,USD,null,
3060,abandoned,NGN,null,
3061,abandoned,USD,null,
3062,success,USD,US,
3063,abandoned,NGN,null,
3064,success,NGN,NG,
3065,success,NGN,NG,
3066,abandoned,NGN,null,
3067,success,NGN,NG,
3068,success,NGN,NG,
3069,abandoned,NGN,null,
3070,success,NGN,GB,
3071,abandoned,NGN,null,
3072,failed,NGN,NG,
3073,abandoned,NGN,NG,
3074,abandoned,NGN,null,
3075,abandoned,NGN,null,
3076,abandoned,NGN,null,
3077,success,NGN,NG,
3078,success,NGN,NG,
3079,success,NGN,NG,
3080,abandoned,USD,null,
3081,success,NGN,NG,
3082,failed,NGN,US,
3083,abandoned,NGN,NG,
3084,abandoned,NGN,null,
3085,abandoned,NGN,null,
3086,failed,USD,CA,
3087,success,NGN,NG,
3088,success,NGN,NG,
3089,success,NGN,NG,
3090,success,NGN,NG,
3091,abandoned,NGN,null,
3092,abandoned,USD,null,
3093,abandoned,NGN,null,
3094,failed,USD,US,
3095,failed,NGN,NG,
3096,abandoned,USD,null,
3097,abandoned,USD,US,
